72 232
4 9 2
3 11 3
1 4 1
8 9 1
3 7 3
1 7 1
2 3 3
2 4 2
1 9 1
5 7 2
9 11 1
4 10 2
1 2 1
3 10 1
47 212
11 36 3
9 32 1
29 40 1
10 24 3
10 11 2
25 39 3
5 22 3
3 9 1
13 45 3
24 39 2
14 41 1
7 16 1
8 33 2
9 10 3
24 38 2
6 17 1
2 30 2
13 28 1
7 46 1
35 36 2
19 38 3
1 25 1
25 36 3
40 43 2
10 14 3
33 36 2
8 23 2
40 41 3
18 24 2
15 17 3
19 25 3
6 21 1
22 28 1
34 46 2
2 43 1
1 27 2
22 43 2
6 35 3
2 47 2
2 9 3
21 25 2
20 29 3
1 3 2
14 27 1
39 45 1
26 47 3
21 45 2
19 41 3
5 19 3
23 35 2
2 35 3
23 28 2
12 46 1
9 31 2
15 32 3
21 38 2
22 27 3
33 45 2
17 45 2
15 43 3
3 20 3
14 28 1
21 23 2
37 38 3
11 45 3
5 39 1
38 42 2
3 12 3
15 33 3
11 22 1
2 3 2
3 14 2
18 29 3
10 28 2
3 11 1
13 17 3
6 43 2
8 22 3
42 47 1
44 46 1
14 33 2
4 5 2
9 46 2
18 44 2
4 23 1
8 43 1
35 47 3
22 36 2
40 42 1
19 46 2
13 26 2
15 38 2
12 17 1
11 38 2
31 39 1
5 6 2
23 33 1
39 41 1
39 43 3
20 30 1
7 45 1
7 37 3
6 28 2
21 29 1
19 31 1
13 37 2
21 46 3
29 45 1
6 30 3
12 35 2
37 42 1
12 40 3
43 44 3
8 46 1
15 37 3
11 35 1
14 37 3
22 25 2
25 35 3
4 25 1
21 31 3
2 44 1
29 36 3
28 39 3
5 17 3
15 31 1
2 19 3
17 38 3
7 43 2
6 29 3
22 46 2
7 28 1
11 20 3
16 40 1
6 45 2
2 28 2
13 46 3
6 31 1
25 30 2
27 45 1
17 25 1
31 46 2
21 22 1
17 36 2
40 46 2
18 32 3
7 36 2
21 41 3
30 46 3
26 42 1
36 44 2
7 9 2
21 40 3
10 33 1
31 44 3
2 39 1
1 23 2
14 25 3
15 25 2
11 40 2
1 31 1
9 15 2
8 9 2
1 5 1
19 47 1
16 41 1
26 33 2
38 41 2
10 15 1
11 43 2
13 38 3
1 42 3
8 34 3
6 26 3
21 44 3
20 32 1
3 21 2
4 24 3
8 21 1
4 14 2
6 47 3
4 47 2
2 23 1
19 24 1
1 12 2
20 28 1
19 21 1
9 37 2
19 26 1
5 13 3
14 19 2
33 38 2
10 21 3
10 23 1
3 7 2
29 35 1
10 31 3
11 13 1
10 45 3
7 24 2
23 29 2
11 47 1
23 24 2
29 39 2
7 44 2
1 26 1
32 39 3
30 35 3
3 4 3
41 43 3
22 33 2
25 26 3
70 4
38 46 2
14 65 1
7 15 2
12 50 1
58 257
15 18 2
46 56 2
6 43 2
45 46 2
16 47 2
37 43 2
32 55 2
38 44 2
47 52 2
5 30 2
7 17 1
17 57 2
24 30 2
25 26 1
4 19 2
3 15 3
4 47 3
9 31 3
3 48 3
47 50 3
47 54 2
31 57 1
15 20 1
11 38 1
5 22 2
5 15 2
18 40 3
8 19 3
17 54 2
39 58 3
5 17 1
31 48 2
34 47 2
24 33 3
33 43 1
28 57 1
9 28 1
1 34 3
12 41 2
28 44 2
40 56 2
9 42 3
16 51 2
4 57 2
1 40 1
7 43 1
37 50 3
42 53 2
7 37 1
5 44 2
41 52 3
4 9 2
26 27 1
42 47 2
40 57 2
28 38 2
29 56 3
32 48 3
45 53 2
22 42 1
14 35 2
22 32 3
6 29 2
30 32 3
38 52 1
4 58 1
45 52 2
11 29 1
2 42 1
27 35 2
12 30 2
5 33 2
4 40 2
24 39 1
9 27 1
14 32 1
32 41 2
45 54 2
35 39 1
28 56 2
20 49 2
23 48 1
21 52 3
1 26 2
5 47 3
28 43 3
13 23 2
15 35 2
19 42 3
25 50 1
22 25 3
9 20 2
6 23 2
21 43 2
5 18 1
1 52 2
10 44 2
23 49 2
5 19 2
29 39 2
3 53 2
29 40 2
17 47 1
17 35 1
40 52 1
3 38 3
19 38 1
47 55 2
19 35 3
32 39 2
27 53 2
35 37 1
35 38 2
19 32 1
19 51 1
26 30 2
11 54 2
50 54 3
30 47 3
45 56 2
20 46 1
21 37 2
36 48 1
28 37 2
4 25 2
32 35 1
11 12 2
3 58 2
11 57 2
31 40 3
21 29 3
23 55 3
6 26 1
19 56 2
7 15 2
18 45 2
41 51 3
39 48 3
20 48 1
12 48 1
15 53 2
34 35 3
9 33 3
26 34 1
15 25 2
6 7 2
51 54 2
3 12 1
25 27 3
39 49 3
5 9 3
20 38 2
32 45 3
17 49 3
11 45 3
33 55 3
33 51 2
6 11 3
22 40 2
30 44 3
20 57 1
1 54 1
2 21 2
24 32 3
23 42 3
32 58 3
6 40 1
31 43 2
19 47 3
5 34 3
26 29 2
15 44 2
5 8 3
29 42 1
19 54 1
8 17 2
18 21 2
44 53 3
6 50 1
19 20 3
25 44 2
49 55 2
26 47 3
6 30 1
19 44 2
30 49 2
2 43 2
20 52 1
30 40 3
7 25 2
1 23 1
25 37 1
34 49 1
15 38 1
52 53 1
9 24 2
11 44 3
11 40 2
19 23 3
14 21 1
33 50 1
4 20 3
19 36 2
41 53 2
38 46 2
10 31 2
22 57 2
27 38 3
34 44 3
20 26 2
30 51 2
4 39 1
29 52 1
2 11 3
34 36 2
13 27 3
34 37 1
17 26 1
39 41 3
1 53 1
21 57 2
46 48 2
43 46 2
25 55 2
12 50 1
3 26 3
9 44 1
27 43 3
3 52 3
3 55 2
17 52 3
11 15 2
30 56 2
12 19 1
29 33 3
24 46 2
7 46 2
34 43 3
10 38 1
22 54 3
2 8 3
17 58 3
21 30 2
36 44 2
12 34 1
8 18 3
10 40 3
15 46 1
5 49 2
18 49 2
8 14 3
1 55 1
11 52 1
32 53 3
30 42 1
43 56 3
6 33 3
27 135
3 19 3
12 21 1
1 6 2
14 27 2
17 22 2
7 21 3
1 15 3
12 19 1
11 13 2
22 23 3
19 27 3
20 24 2
12 22 2
20 23 2
26 27 3
17 20 2
2 15 2
2 7 2
11 22 1
12 15 3
20 26 3
1 16 2
1 12 1
17 26 3
2 11 2
3 4 1
15 17 1
4 5 2
6 10 1
10 16 3
14 17 1
1 23 1
2 21 3
10 11 1
16 24 1
3 17 2
13 26 1
7 12 3
2 8 1
7 20 3
12 24 2
10 26 3
2 9 2
17 25 1
2 17 3
3 26 1
21 23 2
4 15 1
11 20 1
15 23 3
22 24 3
12 13 3
16 21 1
1 13 2
23 26 2
11 27 1
12 20 1
1 14 1
3 12 3
8 11 3
7 15 1
8 23 2
17 19 3
8 25 1
21 22 2
1 24 1
13 17 3
2 19 3
3 18 3
3 5 2
14 15 3
6 21 1
16 25 3
20 27 1
11 15 3
1 11 3
1 27 2
3 6 1
4 8 2
9 26 3
1 5 3
9 23 1
13 19 2
5 11 2
4 9 3
8 10 1
14 24 1
13 22 2
10 24 2
14 16 2
9 17 3
14 21 2
19 22 1
9 16 1
10 23 3
7 13 3
7 10 3
8 18 1
5 12 2
11 12 2
12 25 3
4 16 1
5 22 3
1 10 1
17 21 2
2 12 2
4 21 2
10 18 3
19 26 3
1 25 3
5 8 3
1 2 1
1 4 3
3 11 2
9 10 1
6 15 1
12 27 2
11 17 3
18 21 3
13 15 1
14 20 3
17 23 3
5 13 1
5 9 3
4 22 1
1 22 3
5 24 2
2 3 3
4 27 2
5 14 1
13 24 3
22 25 2
3 8 2
9 14 3
11 14 2
45 98
9 25 2
39 40 2
36 37 2
1 38 3
19 32 1
2 36 1
14 38 2
17 21 1
5 27 3
14 21 3
28 41 2
17 27 3
17 40 2
26 32 1
8 45 3
4 33 1
24 45 3
29 45 3
4 36 2
11 29 1
7 12 3
23 34 1
6 41 1
2 4 1
24 26 3
2 31 1
5 37 3
28 32 2
6 29 1
20 25 3
29 32 3
7 22 2
26 28 1
14 19 2
32 42 2
13 22 3
12 40 3
24 37 3
20 28 1
35 40 1
23 32 1
20 34 2
7 9 3
19 39 1
28 45 2
37 45 1
17 35 3
32 43 3
34 45 2
20 33 2
27 36 3
15 17 3
20 39 1
8 38 3
5 29 3
5 9 3
17 37 1
6 23 3
22 26 3
1 14 3
13 45 1
6 40 1
7 38 2
31 33 2
28 44 3
25 43 3
15 33 2
2 39 2
6 22 3
9 27 3
25 27 3
7 31 3
30 44 2
21 37 1
35 37 2
27 30 1
1 31 1
3 8 2
4 6 3
37 41 1
3 40 3
20 29 2
25 36 1
11 45 3
16 31 1
25 32 1
40 45 3
18 37 1
33 42 2
14 32 2
1 16 2
36 44 2
1 44 3
1 9 3
14 17 2
12 13 1
26 34 2
9 15 3
55 219
32 39 3
20 24 1
16 24 2
29 48 1
2 26 1
29 30 3
36 50 3
12 15 3
48 52 1
35 42 2
39 40 2
5 22 1
35 44 3
12 50 2
21 38 2
19 51 1
11 39 2
7 46 1
3 14 2
12 20 2
3 5 2
8 36 3
1 3 3
29 55 1
18 27 2
20 28 3
25 42 2
14 19 2
25 40 1
22 50 2
37 39 2
3 25 3
19 29 3
3 41 1
34 42 1
3 8 3
16 46 1
3 24 1
32 47 2
11 17 2
5 6 2
20 30 3
18 25 1
28 31 3
7 25 3
13 37 1
22 28 2
16 18 2
10 18 3
22 42 1
28 38 2
28 39 1
1 31 2
37 52 3
16 50 1
38 42 1
36 41 2
4 51 1
2 40 1
42 45 3
10 21 3
33 42 2
18 39 3
29 41 3
10 52 3
3 50 3
21 24 1
36 53 2
13 38 1
13 18 2
3 10 2
17 34 1
10 12 3
14 55 3
36 54 2
5 51 1
28 51 2
2 47 2
34 48 2
8 9 3
13 14 3
7 10 1
5 14 2
32 43 3
20 22 3
23 25 3
6 20 1
1 38 1
7 41 3
23 26 3
16 30 2
43 46 2
16 41 1
11 14 3
21 39 3
18 24 3
10 30 2
32 51 3
8 15 3
12 31 1
49 51 1
6 29 2
1 11 1
11 55 2
34 47 3
39 42 2
5 40 1
25 48 1
9 55 2
6 25 2
12 48 3
19 47 2
25 26 2
13 36 3
34 52 3
15 48 3
44 55 3
30 36 3
13 55 3
1 8 1
17 21 2
6 28 1
13 42 3
6 27 1
18 48 3
8 49 3
18 46 3
12 38 2
5 17 3
25 37 1
8 42 1
9 53 1
49 55 3
46 47 3
1 51 2
5 24 2
1 20 1
27 52 3
22 49 1
40 45 3
37 43 1
36 45 3
30 39 3
40 42 1
23 48 1
16 38 3
18 32 2
5 46 1
2 28 2
37 38 3
2 9 3
22 52 3
1 41 3
33 44 2
20 46 2
16 31 1
28 35 3
15 20 1
12 32 2
15 23 1
9 15 3
15 29 3
14 16 1
28 37 1
19 24 2
36 49 1
14 15 2
30 53 1
43 49 1
35 52 2
8 44 1
11 51 1
5 32 3
22 38 3
50 55 2
13 47 2
8 24 2
17 42 1
26 45 1
26 27 3
35 54 3
37 42 2
25 51 3
31 44 2
46 52 3
11 47 1
8 28 1
5 9 1
24 48 2
36 40 2
18 38 3
16 43 2
48 51 3
3 26 1
38 44 3
9 36 2
45 47 2
2 29 1
24 37 2
30 33 1
32 54 2
19 50 2
17 22 2
25 46 3
32 44 1
17 29 3
26 32 3
19 35 1
38 41 1
10 28 2
22 31 1
19 42 1
20 53 3
5 48 3
45 48 1
40 44 3
3 12 2
30 43 1
35 41 3
70 336
24 65 3
20 28 1
29 65 1
27 49 1
29 34 2
64 65 3
27 31 1
17 30 2
49 50 2
62 65 1
24 31 1
1 37 1
28 52 3
5 36 3
12 27 2
19 65 1
13 22 2
7 25 3
7 21 3
24 59 1
48 56 1
50 58 2
57 67 2
56 60 1
8 39 1
14 31 3
13 67 1
47 69 1
5 27 3
17 54 3
7 63 3
16 40 1
31 44 2
5 19 3
19 28 1
16 19 3
46 60 1
27 66 3
33 35 1
45 66 3
6 29 1
56 61 1
6 26 2
19 48 3
46 54 1
25 31 1
3 27 2
31 52 2
2 69 3
35 70 1
18 33 3
29 52 2
31 36 1
43 70 3
7 50 3
9 34 2
28 40 1
12 22 2
25 55 2
24 37 2
32 49 2
49 61 2
23 40 3
31 40 3
68 70 3
9 69 2
6 21 3
13 37 2
5 28 2
30 64 3
1 3 2
5 29 1
15 19 1
14 20 2
29 69 1
8 40 3
53 56 1
38 45 3
14 60 3
11 42 1
56 69 2
45 70 2
12 47 1
8 25 1
29 55 1
18 42 3
40 42 1
52 66 1
15 68 3
28 60 1
20 64 3
58 66 3
4 36 2
24 27 3
26 61 3
24 45 3
3 10 2
14 50 3
29 64 3
3 12 2
67 68 1
43 64 3
49 65 2
40 69 3
16 42 2
16 33 2
60 61 2
17 48 2
4 14 2
40 44 3
54 68 3
30 44 3
7 12 3
57 69 2
27 57 1
18 70 1
3 16 1
33 62 2
20 33 2
35 61 1
18 31 3
9 35 2
53 63 1
26 44 1
12 38 3
34 61 1
16 51 2
38 59 1
40 65 3
45 55 3
44 52 2
32 53 3
2 33 2
6 8 2
2 41 2
14 34 2
20 59 1
2 43 1
16 34 1
48 61 1
12 24 2
54 66 2
3 31 2
28 55 2
22 68 3
14 48 3
16 17 3
4 44 2
13 27 3
31 53 3
26 66 3
28 39 3
45 48 2
2 26 3
34 42 2
1 47 3
16 62 2
25 37 2
64 67 2
29 56 1
28 49 1
49 64 2
26 36 2
19 49 1
50 68 3
15 33 2
26 51 1
11 37 2
40 67 3
3 44 1
24 43 2
12 52 3
9 37 1
14 54 3
21 48 2
20 32 3
1 31 3
7 30 3
18 34 2
25 48 2
46 55 2
10 65 2
13 59 2
5 13 3
22 30 3
36 39 3
29 39 3
45 54 1
31 35 2
17 49 2
24 56 3
37 69 1
24 49 1
51 52 2
27 47 2
2 36 2
17 59 1
5 33 2
30 49 2
20 53 2
22 32 1
12 69 1
48 53 3
29 70 1
39 62 2
32 47 3
43 60 3
42 63 2
10 24 1
22 70 3
9 20 2
19 34 2
39 54 3
7 35 1
49 67 2
27 35 2
40 66 3
42 47 3
32 69 3
30 62 1
46 48 2
49 58 2
10 18 3
7 27 1
22 51 2
26 62 2
21 70 2
5 54 3
9 14 3
56 57 1
48 62 1
39 42 2
2 11 2
41 61 1
5 23 1
23 34 1
8 56 1
14 29 1
23 57 3
41 63 2
24 69 2
5 35 2
20 23 2
49 52 1
15 39 2
7 61 3
23 62 1
20 54 3
6 38 1
40 68 1
1 63 3
49 60 3
37 58 1
12 15 3
26 42 2
26 48 1
9 51 1
20 52 3
7 43 1
9 56 3
25 27 3
1 58 1
24 54 3
4 62 3
43 67 3
3 17 3
9 65 2
10 57 2
23 33 2
39 67 1
19 27 1
11 25 1
5 68 3
47 66 3
35 36 2
17 32 1
30 34 1
36 41 1
17 51 3
10 51 3
28 35 2
26 46 3
3 28 2
34 39 1
44 50 1
27 48 2
2 10 1
12 36 1
5 14 3
34 59 1
2 46 2
1 69 3
17 44 3
11 27 2
16 38 3
1 45 3
32 65 1
1 22 2
15 54 2
4 38 2
21 56 3
10 28 2
16 61 2
27 36 3
10 38 1
18 52 1
20 44 3
22 23 2
1 64 1
55 68 1
34 41 1
30 68 2
69 70 3
20 24 3
64 68 1
15 20 1
27 33 3
26 67 1
3 24 3
33 36 1
1 13 1
45 64 1
6 63 2
25 64 2
38 64 2
24 58 1
41 42 3
4 53 2
31 42 2
22 61 3
32 70 1
47 53 2
37 53 1
4 19 2
26 50 1
37 56 1
100 255
48 83 1
9 92 3
7 11 1
32 78 3
58 86 3
16 26 3
1 7 3
32 74 1
56 60 3
1 24 1
16 71 2
72 89 3
69 72 2
18 90 3
54 57 1
59 61 3
10 56 2
46 85 2
29 85 2
93 100 1
58 72 3
49 98 3
33 81 2
42 48 1
25 76 1
55 89 2
91 96 2
58 73 3
5 21 3
50 74 1
45 84 1
60 92 2
33 51 1
40 66 2
23 86 3
3 8 3
34 78 1
18 64 1
36 88 2
10 58 1
2 23 2
19 36 3
13 37 1
11 69 3
65 89 1
75 87 1
34 97 3
5 97 2
64 69 1
61 78 1
9 97 3
1 49 3
44 85 3
2 5 2
36 58 2
30 87 3
24 44 1
66 70 2
7 76 2
28 49 3
75 93 2
15 67 2
13 63 2
66 69 1
52 88 3
44 57 2
2 6 3
50 63 3
25 66 2
26 94 3
11 92 3
31 43 3
16 90 1
16 55 3
3 22 1
33 45 1
45 91 1
51 80 2
79 82 3
6 79 2
57 64 2
51 96 2
79 88 2
45 76 1
42 89 3
42 43 3
24 90 2
21 38 3
57 75 1
49 58 2
29 48 2
27 73 3
33 75 3
1 38 2
35 81 2
74 87 1
11 50 1
19 88 1
44 64 2
8 57 1
7 38 3
29 54 1
47 81 2
79 99 3
38 46 2
50 92 1
16 62 2
72 91 3
10 34 2
73 75 1
47 97 1
11 19 1
43 88 1
42 86 1
56 58 3
14 55 2
52 65 2
56 90 1
7 17 3
38 59 3
39 75 2
34 96 1
5 61 1
69 99 3
30 49 1
86 87 1
18 70 2
42 66 2
27 84 1
9 44 2
40 97 2
64 99 3
31 85 2
22 85 3
5 8 3
5 36 1
29 56 3
34 39 3
14 44 3
19 98 2
10 44 1
48 91 2
10 52 1
20 96 1
8 75 3
51 97 1
67 96 3
78 82 1
77 78 1
7 28 1
43 82 1
86 90 3
4 7 1
7 41 3
10 75 3
10 18 1
55 78 2
75 97 3
70 87 3
84 100 1
3 93 3
35 63 1
58 64 1
1 87 2
10 50 1
82 100 3
61 79 2
19 27 3
62 80 3
4 23 1
27 91 1
30 53 2
51 79 3
50 83 3
70 82 2
3 16 1
74 100 1
52 66 1
7 48 2
6 91 1
10 67 3
36 67 3
23 92 3
39 97 2
15 83 2
22 69 3
5 37 1
48 78 2
67 69 1
86 93 3
24 65 2
17 68 1
29 58 3
24 46 1
25 78 1
67 77 1
51 68 3
43 71 3
30 67 1
25 69 3
44 75 2
41 55 2
39 83 3
17 65 2
41 66 2
48 65 1
51 53 1
15 24 3
77 82 1
11 94 3
47 69 2
42 90 3
63 91 3
41 86 2
17 40 2
26 64 3
30 72 3
20 69 1
35 82 3
1 13 2
28 58 2
68 87 1
84 88 1
23 81 2
41 59 3
15 96 1
40 71 3
30 71 1
6 56 2
1 99 2
40 62 1
32 56 1
37 53 2
49 84 3
41 51 1
11 22 1
23 98 1
7 97 2
8 20 2
45 99 1
48 53 2
7 94 2
26 52 1
39 88 3
34 87 2
7 18 3
28 71 1
15 65 2
6 80 1
15 90 1
19 83 3
22 76 1
29 82 1
1 84 1
40 70 1
94 259
30 75 3
79 80 2
65 77 1
15 40 3
64 89 3
31 44 1
2 83 2
50 62 3
24 52 1
9 39 1
64 70 1
3 64 3
37 83 3
2 39 2
67 74 3
5 7 1
29 83 2
35 38 1
30 32 3
64 83 3
55 61 3
6 94 3
58 75 3
9 42 2
30 35 2
56 77 1
75 83 2
23 92 3
52 67 1
53 85 2
53 73 3
47 83 2
6 64 1
39 92 3
55 62 3
28 77 2
1 57 2
31 88 2
69 86 3
5 87 3
47 57 1
9 20 3
46 53 1
68 80 2
38 93 2
22 39 2
72 91 1
26 38 3
29 73 1
38 39 2
55 59 2
10 63 3
54 56 3
47 68 3
70 93 1
29 89 2
31 35 1
4 15 3
47 90 3
5 68 1
14 59 1
17 29 1
10 50 1
57 87 1
53 66 2
24 37 3
43 83 1
33 78 1
71 85 2
11 74 2
6 16 3
1 90 2
2 66 3
4 72 1
7 36 3
54 72 3
82 86 2
70 76 2
28 40 2
32 75 2
78 88 2
11 42 3
13 20 1
12 44 3
48 70 1
42 91 2
62 90 3
14 58 2
27 53 2
19 89 1
62 80 3
84 91 1
17 74 2
38 41 1
10 76 2
20 75 2
59 65 3
25 30 3
1 10 3
9 77 1
24 75 2
55 78 3
3 38 2
7 67 2
24 58 1
21 47 2
20 59 3
21 73 1
9 40 2
22 83 3
10 11 2
23 80 1
32 54 1
40 85 2
40 58 3
3 28 3
15 20 3
10 92 2
34 59 2
16 37 2
27 92 1
51 68 3
67 93 1
39 42 1
7 43 1
8 44 3
26 85 3
13 26 1
19 37 2
80 85 2
7 10 1
43 92 2
18 91 3
19 82 2
43 54 2
20 60 3
19 85 1
2 26 1
8 17 1
7 71 3
18 61 3
51 70 1
13 87 2
51 87 1
54 78 3
17 45 1
2 20 1
3 51 1
22 76 1
34 55 3
67 84 2
4 33 1
18 25 2
4 43 3
72 89 2
26 91 1
29 36 2
40 53 2
57 69 1
15 64 1
30 86 1
80 90 1
41 93 1
48 71 3
73 92 3
7 52 3
73 88 1
18 24 3
18 41 2
58 82 2
20 94 3
43 77 3
23 29 3
16 35 3
3 54 1
5 10 1
24 77 2
11 14 3
55 68 3
3 39 3
7 45 3
7 23 2
30 79 3
42 76 3
16 31 1
66 69 3
84 88 3
18 79 3
11 53 3
40 76 2
45 63 1
61 70 3
41 61 1
23 33 1
71 94 3
17 28 1
41 90 2
54 85 2
5 81 3
26 56 2
28 31 1
40 54 3
50 85 3
5 60 2
16 68 1
25 90 2
37 71 3
54 63 2
55 67 2
37 82 3
17 82 3
85 93 2
48 60 1
31 34 1
6 38 1
8 55 3
77 84 1
20 82 1
32 50 3
10 62 3
74 79 3
8 45 1
2 4 2
18 21 1
13 36 2
32 40 3
24 59 1
29 94 2
8 91 3
50 66 3
9 67 1
28 30 3
53 92 2
4 52 1
55 87 2
23 49 1
40 78 2
63 78 2
41 49 1
36 85 1
11 22 1
26 54 1
6 83 1
70 74 3
16 22 2
41 88 1
64 80 1
17 38 2
45 93 3
2 60 2
30 83 3
25 32 2
12 27 2
34 56 2
37 87 1
9 48 1
15 79 2
77 83 2
59 67 1
24 4
9 11 1
4 8 2
6 22 1
2 4 3
80 43
44 75 3
39 62 3
31 39 1
9 70 3
44 46 3
23 76 3
3 5 1
42 79 2
4 30 2
22 72 1
43 63 2
36 51 3
29 45 1
41 73 1
36 80 2
15 61 3
7 33 3
74 77 2
33 40 1
21 32 3
16 45 1
26 53 1
27 31 2
16 49 3
66 78 1
31 79 3
16 80 2
15 27 2
3 40 1
56 60 2
24 66 1
49 54 3
1 12 2
22 68 3
19 80 2
10 30 1
15 40 2
6 23 1
59 71 1
15 16 3
16 60 2
1 20 1
6 48 1
5 9
2 4 2
1 5 3
1 4 3
3 5 3
1 3 2
2 5 1
2 3 1
3 4 3
1 2 2
19 55
1 15 1
4 12 1
