100
40 39
0 16 -434
4 10 519
12 9 974
13 10 -609
7 18 80
5 7 686
15 6 364
12 5 63
18 8 539
8 11 378
15 12 865
3 1 906
16 14 -388
11 9 894
16 15 -492
9 8 985
17 2 -664
18 9 693
34 197
0 22 -976
32 22 -137
4 22 -97
9 22 -158
25 9 474
29 0 -203
10 0 -120
24 10 -619
27 10 -684
15 29 824
8 15 545
23 27 980
2 24 -242
6 29 -162
26 23 -467
17 9 -930
19 22 -344
31 10 996
7 31 401
20 4 309
33 29 -982
18 17 482
16 32 -597
1 18 -161
11 8 -597
30 7 -358
13 22 -951
14 26 -89
12 2 87
28 13 -825
21 10 -951
5 33 520
3 14 804
7 19 429
8 10 210
3 30 -335
16 6 -732
13 0 890
1 9 905
4 18 945
17 24 638
3 19 -689
20 13 -273
0 20 484
7 21 497
12 17 313
14 22 903
12 32 -902
33 25 -962
10 17 607
29 27 -334
29 24 630
9 18 754
3 15 -611
19 17 -339
14 13 467
20 6 -851
25 33 -202
24 12 -206
24 15 388
29 32 136
0 19 543
32 15 -791
6 18 797
30 19 -509
10 23 382
16 10 347
21 6 541
24 9 475
21 11 -687
4 2 147
3 28 690
22 11 -190
15 4 -784
33 3 -542
12 15 444
30 8 -644
0 28 57
28 8 324
15 20 -53
16 27 470
2 22 582
19 12 97
29 15 -632
32 27 -380
9 4 674
25 11 242
21 30 636
25 4 -83
30 9 -21
5 3 989
31 29 748
29 4 -393
10 29 510
18 22 853
19 20 814
32 14 161
12 7 -248
23 11 -374
5 29 -316
17 26 -327
15 24 -601
19 26 504
16 14 -757
27 30 -688
2 9 238
23 4 512
9 17 -493
29 11 -659
25 20 -501
16 15 262
15 9 500
17 8 818
3 21 23
17 7 287
18 4 729
15 22 686
1 0 810
6 11 166
14 16 872
24 19 812
10 31 -966
24 6 495
4 5 -987
2 13 -320
27 11 751
24 29 -681
11 22 -145
28 18 -192
21 8 623
1 32 -987
32 23 -102
28 33 -89
30 13 -149
26 9 407
30 16 -343
8 7 -286
4 28 -713
5 2 61
16 8 248
30 25 -851
0 1 -14
10 30 -145
18 5 -664
31 14 -436
15 10 763
11 25 -33
17 5 964
1 16 175
26 13 -326
22 13 911
5 25 -174
0 4 -904
9 1 924
25 8 958
3 25 973
20 19 469
12 27 -609
16 30 -694
26 20 -228
4 26 -627
12 25 253
27 4 631
1 28 -840
19 30 -591
13 4 584
24 26 398
2 30 -375
7 15 951
21 14 142
33 8 752
7 18 -507
14 0 -827
3 17 -418
22 9 580
3 32 783
4 6 -397
22 23 -7
23 20 795
20 33 64
30 31 -374
23 22 -720
8 12 673
15 21 -665
10 2 500
16 2 416
10 28 -711
10 33 83
8 22 608
24 2 -346
20 8 610
25 22 -490
25 17 -370
26 28 -408
11 6 900
32 3 194
4 16 -509
19 18
9 2 -205
6 2 860
10 9 820
7 2 191
15 9 408
11 2 317
5 2 -204
12 2 527
14 12 -917
4 9 6
18 11 497
0 9 217
8 12 -768
3 2 -936
1 6 -159
16 10 427
17 4 609
13 0 -438
42 128
35 5 -477
6 5 -337
26 6 15
12 6 -844
16 5 -618
30 6 -981
18 5 -236
25 16 767
4 26 -334
1 25 847
9 5 477
0 18 -551
28 30 -994
41 1 -414
7 1 350
10 12 92
17 25 460
37 17 -901
13 4 451
34 1 -875
24 41 541
29 0 609
15 35 -658
33 30 -4
40 18 768
19 10 139
20 30 -482
2 26 241
36 20 426
3 19 207
31 34 432
39 35 -856
22 19 -294
27 4 -51
14 30 -452
8 18 -838
38 13 -339
23 37 -993
32 19 442
11 7 562
21 40 -414
25 37 -529
41 4 -613
8 41 994
23 27 -66
38 15 -749
20 8 -271
34 11 -335
21 27 608
2 19 -765
26 13 803
30 15 850
34 29 -247
38 16 -723
16 36 33
30 23 -449
15 12 -672
35 39 165
24 28 164
16 13 627
3 31 -232
7 36 56
8 34 72
12 35 -682
5 21 -993
20 15 -853
27 17 78
20 6 664
38 27 -322
6 12 981
22 28 -470
8 11 750
12 7 968
36 0 -984
1 38 802
41 11 -913
4 27 770
21 30 -48
9 32 -447
36 12 301
15 8 -367
23 24 -26
8 10 -902
1 40 688
31 3 992
14 38 -239
7 39 -859
5 40 674
28 34 -604
11 24 785
7 15 299
36 32 860
41 20 -255
19 22 602
14 29 606
9 11 -30
10 31 -356
2 15 -908
16 11 -322
7 38 840
16 4 -713
8 9 363
32 41 610
40 7 284
9 36 693
27 6 -141
0 15 -440
1 34 -129
24 31 19
30 25 359
7 12 -909
17 33 -860
21 38 553
17 30 -55
11 27 955
32 30 336
24 4 -534
35 22 485
3 29 349
37 2 -826
30 12 -24
15 22 314
13 16 641
39 15 -779
21 1 270
26 31 -911
6 20 -728
5 9 -481
11 19
4 2 770
6 4 -799
9 6 -410
0 9 -970
5 2 -756
1 2 805
10 9 -536
8 2 -909
3 9 -195
7 5 -51
7 4 623
10 2 918
3 5 825
3 1 516
9 5 -750
0 8 -65
4 0 -68
5 4 -681
7 1 -543
18 62
14 10 -532
8 14 -45
16 14 -771
12 16 -676
15 10 -435
4 10 223
3 15 -901
0 8 743
5 16 -559
2 10 900
7 2 561
9 3 -166
11 3 -545
17 8 -433
1 11 805
13 11 -739
6 15 -754
7 12 299
3 13 831
16 12 -812
16 5 -670
3 17 184
13 4 -223
1 0 -173
14 4 -829
3 1 494
9 17 -424
4 15 -259
13 5 896
0 16 -110
4 8 -8
6 17 132
5 2 -257
2 9 295
15 12 411
10 11 -598
10 16 818
4 9 -329
4 6 431
13 1 -656
0 1 -206
11 15 909
0 2 140
9 15 -6
10 13 -346
6 11 737
7 1 -11
14 12 726
5 10 62
2 0 -548
13 14 -793
1 9 967
13 0 69
3 10 272
12 10 -18
6 0 820
8 9 -324
17 12 659
17 1 337
11 17 -950
14 8 -134
7 6 111
9 18
5 4 -480
0 4 -328
1 5 -260
3 1 -646
8 1 557
7 5 73
6 8 415
2 1 163
2 8 -860
5 1 586
1 0 12
3 7 468
0 3 507
3 8 232
1 8 -787
3 0 -718
4 6 855
8 4 -40
26 25
15 19 -349
10 19 -225
24 19 85
22 15 -6
9 10 628
17 24 -40
7 22 381
4 7 778
25 4 -170
13 15 -118
18 15 -554
23 9 -41
6 15 -679
20 15 -37
5 18 409
11 22 497
3 9 693
2 11 474
14 11 123
16 19 304
12 19 -675
0 12 -57
1 6 -729
21 17 69
8 23 590
24 32
14 18 836
4 14 698
21 14 -121
8 18 624
3 18 -764
16 18 -745
6 21 386
10 16 -786
0 8 160
13 21 526
22 8 -119
20 18 -388
15 22 -998
5 21 -991
17 5 767
9 17 -264
1 4 179
7 3 -594
19 10 885
23 1 837
2 20 -472
11 18 633
12 18 498
17 11 568
9 23 -822
5 22 434
19 13 506
4 7 927
3 2 -80
16 10 384
16 8 672
3 0 13
10 11
3 2 845
7 2 946
5 2 265
8 3 208
1 7 523
4 8 -589
9 3 994
0 1 496
6 4 -965
5 8 489
8 0 -930
42 248
16 13 -52
37 16 104
8 37 -471
28 37 810
40 13 35
17 16 502
38 28 995
41 8 -122
20 8 952
36 40 -807
24 17 -16
10 38 919
35 36 -318
27 16 576
33 41 -37
29 24 -669
14 16 -889
26 8 129
2 13 -313
22 13 346
11 10 -673
39 10 -678
30 17 61
15 33 -719
5 11 -363
9 16 225
4 14 -240
21 40 -795
31 27 272
19 28 731
32 36 808
0 33 -946
6 8 195
12 22 -384
7 13 498
23 11 -345
18 30 940
1 18 413
25 40 520
34 6 -933
3 18 -422
2 26 -95
21 26 -204
35 5 -363
1 9 270
12 18 -117
35 28 564
1 0 14
24 2 -7
41 27 -344
28 13 444
15 4 -177
6 31 -741
28 4 -614
16 6 616
40 38 -515
0 26 832
34 33 52
21 30 256
0 1 784
35 40 319
41 31 -245
19 22 -485
16 23 -894
11 5 -377
19 35 -177
19 23 535
3 38 -416
17 23 -588
16 24 209
20 29 359
4 8 836
38 2 46
4 33 -300
6 4 -852
32 18 602
15 22 638
21 17 229
21 14 -422
32 33 248
16 11 -44
35 14 -962
40 11 -645
4 28 549
25 11 396
34 16 702
9 5 -502
28 14 -611
8 7 35
37 34 -218
6 39 545
32 28 -790
22 20 -311
37 20 60
23 15 -865
2 25 183
30 11 -956
12 38 -807
32 0 -378
25 5 -958
32 19 -31
15 35 111
20 18 887
35 4 743
4 5 -249
30 33 -151
40 27 -232
22 5 -454
29 19 968
39 7 -201
25 22 0
38 40 -516
39 35 -605
34 8 741
8 25 -809
40 39 732
30 1 -763
24 22 268
3 16 -469
40 8 744
35 30 636
38 11 -945
8 30 983
24 8 -862
40 10 235
27 29 -455
27 0 -900
17 34 935
18 7 642
36 0 172
26 17 862
0 10 18
6 38 -651
39 17 647
7 28 171
23 2 -727
16 20 394
21 18 15
18 40 -731
39 22 644
3 7 -967
3 39 849
41 2 -800
16 33 95
10 17 584
33 25 805
36 22 881
25 28 189
28 27 -403
29 40 276
8 4 -433
17 22 958
8 6 -293
15 2 -913
30 40 -449
23 41 -270
20 33 730
21 3 -104
29 27 -742
4 39 -444
25 10 -305
31 4 -189
16 15 796
27 11 -799
38 20 -557
3 36 -577
32 31 903
18 36 -369
38 22 -966
20 17 115
34 29 -317
9 15 -868
8 12 -49
33 10 -837
28 0 273
5 18 -727
5 2 -155
32 14 27
10 35 105
14 21 393
26 36 -16
7 15 532
1 37 -575
2 8 -694
13 15 377
13 5 -486
18 23 -286
16 38 -521
8 10 106
17 11 -115
8 19 34
29 36 -848
26 31 -322
3 6 -911
10 8 -366
10 24 -216
10 36 -668
27 14 355
36 16 -140
30 22 690
20 31 373
33 2 -758
25 27 -48
11 29 127
41 10 508
21 7 71
24 41 128
20 5 -231
27 31 -800
18 22 -534
26 19 -420
21 6 881
1 16 -226
24 28 521
5 22 -118
33 23 -374
27 36 146
6 3 -947
4 35 -411
6 20 -174
9 23 -685
14 17 -117
20 16 -232
24 27 -683
33 35 -919
29 9 -603
31 41 -658
27 15 192
8 18 -596
21 16 673
27 40 249
11 39 -991
29 1 587
34 15 469
14 31 -263
6 16 211
39 40 -306
11 21 173
8 32 -891
0 9 -831
5 38 757
29 31 318
40 37 709
20 27 -989
39 32 595
14 41 -780
27 32 450
29 15 859
40 322
15 34 -652
11 34 -297
27 11 771
0 27 -210
20 34 -713
33 11 -135
10 0 258
26 10 138
32 26 -684
17 0 116
31 0 991
3 31 679
5 27 393
22 11 944
7 5 -598
21 32 168
2 3 -274
19 20 -542
24 0 -522
28 2 -331
6 17 864
39 11 -477
14 19 708
30 0 981
38 0 -291
37 15 323
4 7 -221
16 14 -88
35 6 -213
8 5 991
25 34 -901
9 21 -873
12 16 -578
23 24 -27
18 34 440
29 25 306
36 18 -789
13 19 -178
1 36 869
22 5 -968
29 5 -710
9 24 133
39 28 123
15 4 -224
11 14 -158
1 0 256
6 10 -175
28 4 -27
37 35 514
0 1 -184
4 3 81
19 31 599
33 29 -152
28 29 -150
14 9 -232
0 5 -450
10 4 -867
33 12 167
24 14 424
2 7 -191
30 26 848
12 1 -587
8 1 515
21 22 -452
3 39 777
27 28 814
2 5 -31
37 20 749
37 13 83
19 13 897
5 25 795
13 2 -422
28 11 -239
25 29 -177
32 25 277
23 37 469
12 33 -625
5 33 728
1 12 950
37 36 -614
25 31 -293
12 37 -161
21 35 285
36 8 -88
0 30 287
11 35 966
11 16 -251
9 26 290
15 23 135
6 11 -325
14 20 774
9 18 -934
26 4 -53
18 31 125
36 16 555
2 27 -100
14 37 -18
14 12 -669
5 30 -134
25 26 -22
36 21 -622
4 10 697
6 33 -595
30 31 -266
3 9 -210
8 18 443
20 24 -614
36 26 -574
7 28 -608
27 15 -396
1 27 -318
3 36 916
35 34 443
3 18 69
31 6 -403
37 38 -362
25 38 -318
19 23 984
18 33 294
24 6 679
38 20 -382
39 20 -231
18 4 -994
6 12 804
11 0 680
5 2 -260
16 9 -977
14 31 717
5 14 459
22 29 -43
39 38 -719
3 30 60
8 29 132
17 39 380
14 34 730
1 25 763
18 15 -641
38 8 -648
18 37 -874
8 30 -784
7 33 988
18 1 263
7 25 782
32 1 -427
27 4 -989
8 22 -598
9 25 -110
37 2 286
37 8 250
12 13 -224
0 9 -996
32 35 -577
16 0 175
26 31 -295
30 18 431
29 20 -100
20 8 984
36 23 531
27 35 -331
20 13 460
18 29 954
27 0 -178
11 22 278
22 28 13
18 16 838
11 36 748
9 36 -809
16 27 737
39 19 835
3 5 55
9 31 -507
14 4 344
7 18 -950
1 3 -267
34 33 -980
12 5 -323
17 26 -291
23 5 618
20 3 657
27 20 -763
23 39 -31
0 37 -282
36 34 -205
16 2 -188
31 24 985
25 13 602
7 15 778
7 16 -133
36 17 -463
23 6 -531
23 32 -192
12 22 -785
39 37 444
5 31 -100
33 8 -941
19 16 -759
31 5 -668
0 35 661
32 37 787
0 20 -990
35 17 -169
22 13 -87
24 2 -622
34 13 -675
19 15 190
29 15 -5
32 21 -872
30 11 544
13 15 488
25 21 -825
34 9 -479
6 1 -116
7 24 207
15 21 749
37 25 727
19 30 817
20 6 316
3 28 920
29 24 432
14 2 -166
36 32 591
1 22 35
3 37 -722
38 3 246
5 22 755
11 12 567
17 38 989
5 35 -783
29 31 -427
13 5 -473
5 11 347
39 13 -277
15 37 -70
28 33 476
6 37 81
8 35 536
31 11 282
39 29 -46
11 17 682
18 21 -85
20 14 343
35 24 168
21 10 -101
4 37 -586
6 34 884
22 24 526
8 12 -740
11 30 -129
33 39 866
36 0 -848
8 27 -348
3 29 -387
7 11 -939
21 12 348
33 31 -883
32 30 -989
34 14 -202
9 2 -592
8 21 -412
30 5 149
28 20 -873
20 31 -288
5 8 552
29 7 195
33 5 566
26 38 -804
22 36 542
33 7 209
36 3 604
7 6 -452
21 29 553
14 17 -682
24 4 242
30 6 473
12 8 856
38 24 517
24 29 -876
16 4 -435
25 37 272
23 2 367
35 9 107
25 3 -992
18 2 -484
4 20 -710
16 30 808
3 13 157
21 5 -270
3 33 447
32 11 295
39 22 -811
22 18 940
5 7 -206
1 33 -955
4 19 -960
15 3 -331
24 27 574
4 26 724
34 30 387
34 38 -128
20 1 -185
11 27 518
32 0 -164
2 10 794
38 17 904
35 18 -945
3 10 751
34 22 389
23 15 136
4 6 792
35 13 -945
33 23 81
29 11 -965
3 21 913
18 14 -827
9 5 -277
20 17 -36
10 2 533
0 8 554
23 3 290
22 38 -677
10 13 -599
29 38 -296
50 49
41 14 210
2 14 -646
33 14 -826
42 41 -390
25 33 -696
27 33 -538
20 2 977
32 33 417
19 2 735
26 14 -399
48 20 -113
44 32 998
21 44 662
7 26 -307
36 41 -389
31 41 -112
29 31 -181
9 42 794
28 42 646
4 31 -343
15 4 -45
34 20 -867
17 41 57
49 44 -260
10 41 -713
30 31 -105
47 44 380
39 32 -758
5 49 129
13 28 -987
23 10 408
37 4 383
22 27 -323
6 23 -595
1 6 957
38 21 -763
0 34 982
45 31 242
35 17 -340
40 31 -208
43 44 861
24 29 -896
8 4 -511
18 45 -141
46 45 852
16 49 -366
3 25 384
11 43 -647
12 42 507
38 160
26 1 -234
15 1 535
29 15 969
35 26 -93
0 35 -953
14 1 302
12 1 772
18 14 -364
36 1 -684
13 29 -283
37 29 828
3 13 139
7 3 958
34 13 140
31 34 -795
8 15 -177
28 3 -123
20 3 248
11 14 -761
17 8 -449
19 3 -209
16 20 660
21 14 97
27 17 425
2 29 -95
6 37 786
10 29 -542
24 18 -119
33 0 -79
5 13 -992
25 36 210
4 35 -8
22 27 367
23 20 805
32 18 111
9 6 833
30 11 -918
20 32 -520
22 37 818
32 16 909
19 22 638
15 25 -254
6 8 -406
18 8 -653
4 17 477
27 25 -19
10 22 487
8 18 -368
17 19 291
1 3 370
7 20 -944
14 6 -60
9 11 -800
14 37 466
14 28 -57
13 9 -802
3 10 596
26 29 235
6 23 -250
27 3 -931
25 2 423
7 16 -38
18 29 -174
29 11 424
17 31 -308
2 15 -232
9 27 736
23 28 185
12 19 724
24 27 -815
17 32 -534
35 8 -900
15 17 24
30 3 722
14 0 27
17 23 -819
6 14 -197
23 26 -829
37 16 859
25 6 -538
20 30 932
35 10 -623
3 23 207
7 33 461
7 4 610
31 26 335
9 8 -695
31 13 896
15 22 799
22 16 837
19 25 705
30 33 -965
36 26 -712
17 27 -274
33 32 703
